deal_id,file,published,date_source,topics,crosswalk_conf,enrich,warnings
eximbank-cn-moz-005,2025-01-01-eximbank-cn-moz-005-tmcel-telecommunications-network-second-expansion-financing.md,2025-01-01,source,infra.connect|finance.new,high,not attempted,
eximbank-cn-moz-002,2020-01-01-eximbank-cn-moz-002-modernization-and-expansion-of-the-national.md,2020-01-01,source,infra.connect|finance.new,high,not attempted,
itu-moz-vamoz-digital-2023,2023-01-01-itu-moz-vamoz-digital-2023-laying-the-foundation-for-vamoz-digital.md,2023-01-01,source,infra.connect|finance.new,med,not attempted,
china-mofcom-mrt-001,2021-01-01-china-mofcom-mrt-001-chinese-government-provides-mur-6294-million.md,2021-01-01,source,tech.industry|finance.new,med,not attempted,
eib-mrt-001,2020-01-01-eib-mrt-001-mauritania-covid-19-resilience-submarine-cable.md,2020-01-01,source,infra.connect|finance.new,high,d-portal ok,
eib-mrt-002,2022-01-01-eib-mrt-002-medusa-submarine-cable-system-ssa-component.md,2022-01-01,source,infra.connect|finance.new,high,d-portal ok,
bmz-mrt-001,2024-01-01-bmz-mrt-001-promotion-of-digital-transformation-digital-y-forderung.md,2024-01-01,source,gov.policy|finance.new,review,d-portal ok,"slug inferred from the source text: ""promotion of digital transformation, national programme""; crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified"
wb-mrt-001,2021-07-22-wb-mrt-001-mauritania-2nd-second-private-sector-digital.md,2021-07-22,source,gov.policy|finance.new,high,wb-api ok,published raised to day precision from enriched board-approval date
eximbank-cn-mus-001,2018-01-01-eximbank-cn-mus-001-china-eximbank-provides-737-million-preferential.md,2018-01-01,source,tech.industry|finance.new,med,not attempted,
fmo-mus-fido-fintech-digital-credit-2024,2024-01-01-fmo-mus-fido-fintech-digital-credit-2024-fido-fintech-digital-credit-series-b.md,2024-01-01,source,dpi.pay|finance.new,high,d-portal ok,
afdb-mwi-001,2021-01-01-afdb-mwi-001-malawi---support-for-digitalization-financial.md,2021-01-01,source,gov.policy|finance.new|dpi.pay,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
kfw-mwi-001,2019-01-01-kfw-mwi-001-unlocking-talent-e-learning-fur-primarbildung-unlocking.md,2019-01-01,source,tech.innovate|finance.new,review,d-portal ok,crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified
bmz-mwi-001,2022-01-01-bmz-mwi-001-support-to-public-financial-and-economic.md,2022-01-01,source,dpi.govtech|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
fcdo-mwi-001,2018-01-01-fcdo-mwi-001-making-technology-work-for-malawi.md,2018-01-01,source,data.statistics|finance.new,high,d-portal ok,
ec-mwi-001,2024-01-01-ec-mwi-001-inclusive-digital-transformation-for-malawi-idt4m.md,2024-01-01,source,include.access|finance.new,review,d-portal ok,"slug inferred from ""inclusive""; crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified"
wb-mwi-001,2017-06-05-wb-mwi-001-digital-malawi-program-phase-i-malawi.md,2017-06-05,source,infra.connect|finance.new,review,wb-api ok,"slug inferred from ""broadband""; crosswalk confidence=review; published raised to day precision from enriched board-approval date"
ccb-mwi-001,2019-01-01-ccb-mwi-001-china-construction-bank-provides-569-million.md,2019-01-01,source,infra.connect|finance.new,high,not attempted,
eximbank-cn-mwi-002,2020-01-01-eximbank-cn-mwi-002-china-eximbank-provides-rmb-693-million.md,2020-01-01,source,infra.connect|finance.new,high,not attempted,
usaid-mwi-scaling-mobile-money-2015,2015-01-01-usaid-mwi-scaling-mobile-money-2015-support-for-scaling-up-mobile-money.md,2015-01-01,source,dpi.pay|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
undp-mwi-mubas-lab-2019,2019-01-01-undp-mwi-mubas-lab-2019-mubas-innovation-lab-malawi-university-of.md,2019-01-01,source,tech.industry|finance.new,high,d-portal ok,
undp-mwi-idt4m-2024,2024-01-01-undp-mwi-idt4m-2024-inclusive-digital-transformation-for-malawi-idt4m.md,2024-01-01,source,dpi.id|finance.new,review,d-portal ok,"slug inferred from ""identity""; crosswalk confidence=review"
ustda-mwi-fixed-wireless-fiber-2022,2022-01-01-ustda-mwi-fixed-wireless-fiber-2022-fixed-wireless-and-fiber-access-network.md,2022-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
eximbank-cn-mwi-001,2016-01-01-eximbank-cn-mwi-001-china-eximbank-provides-rmb-1554-million.md,2016-01-01,source,infra.connect|finance.mou,high,not attempted,
miga-mwi-airtel-mobile-money-2022,2022-01-01-miga-mwi-airtel-mobile-money-2022-airtel-mobile-money-malawi-digital-financial.md,2022-01-01,source,dpi.pay|finance.new,high,not attempted,"disbursed reported as 0 on a completed deal -> treated as unknown, not zero"
dgis-ner-idan-digital-agritech-2021,2021-01-01-dgis-ner-idan-digital-agritech-2021-digital-innovations-project-for-agro-pastoralists-niger.md,2021-01-01,source,dpi.mis|finance.new,med,d-portal ok,
miga-ner-airtel-mobile-money-2022,2022-01-01-miga-ner-airtel-mobile-money-2022-airtel-mobile-money-niger-digital-financial.md,2022-01-01,source,dpi.pay|finance.new,high,not attempted,"disbursed reported as 0 on a completed deal -> treated as unknown, not zero"
wb-ner-002,2019-01-03-wb-ner-002-niger-adaptive-safety-net-project-2.md,2019-01-03,source,dpi.pay|finance.new,high,wb-api ok,published raised to day precision from enriched board-approval date; recip_org blank in source -> single entity tag; recipient unspecified
wb-ner-001,2020-07-08-wb-ner-001-niger-smart-villages-for-rural-growth.md,2020-07-08,source,include.access|finance.new,med,wb-api ok,published raised to day precision from enriched board-approval date
isdb-nga-idice-digital-enterprise-2023,2023-01-01-isdb-nga-idice-digital-enterprise-2023-investment-in-digital-and-creative-enterprise.md,2023-01-01,source,tech.industry|finance.new,high,d-portal ok,
afc-nga-9mobile-loan-2019,2019-01-01-afc-nga-9mobile-loan-2019-9mobile-emts-turnaround-debt-facility.md,2019-01-01,source,infra.connect|finance.new,none,not attempted,"slug inferred from ""telecom"""
norfund-nga-omniretail-fintech-2025,2025-01-01-norfund-nga-omniretail-fintech-2025-omniretail-digital-b2b-commerce-and-embedded.md,2025-01-01,source,dpi.pay|finance.new,med,not attempted,"slug inferred from ""payment"""
undp-nga-idike-2024,2024-01-01-undp-nga-idike-2024-innovation-digital-transformation-knowledge-economy-idike.md,2024-01-01,source,capacity.training|finance.new,review,d-portal ok,"slug inferred from ""skills""; crosswalk confidence=review"
indiaexim-nga-nrbn-2019,2019-01-01-indiaexim-nga-nrbn-2019-establishment-of-a-national-rural-broadband.md,2019-01-01,source,infra.connect|finance.new,high,not attempted,
ustda-nga-national-fiber-backb-2024,2024-01-01-ustda-nga-national-fiber-backb-2024-national-fiber-backbone-expansion-feasibility-study.md,2024-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ustda-nga-bonny-island-branchi-2020,2020-01-01-ustda-nga-bonny-island-branchi-2020-bonny-island-branching-unit-and-cable.md,2020-01-01,source,infra.connect|finance.new,high,d-portal failed: empty response,recip_org blank in source -> single entity tag; recipient unspecified
ustda-nga-north-west-infraco-2018,2018-01-01-ustda-nga-north-west-infraco-2018-north-west-infraco-and-data-center.md,2018-01-01,source,infra.store|finance.new,high,d-portal failed: empty response,recip_org blank in source -> single entity tag; recipient unspecified
afc-nga-telecoms-equip-syndication-2020,2020-01-01-afc-nga-telecoms-equip-syndication-2020-nigeria-telecoms-equipment-senior-debt-facility.md,2020-01-01,source,dpi.id|finance.new,none,not attempted,"slug inferred from ""identity"""
eib-nga-002,2020-01-01-eib-nga-002-nigeria-digital-id.md,2020-01-01,source,dpi.id|finance.new,high,d-portal ok,
eib-nga-001,2021-01-01-eib-nga-001-nigeria-telecom-expansion.md,2021-01-01,source,infra.connect|finance.new,high,d-portal ok,"disbursed reported as 0 on a completed deal -> treated as unknown, not zero"
jica-nga-abuja-startup-hub-2025,2025-01-01-jica-nga-abuja-startup-hub-2025-project-for-the-development-of-the.md,2025-01-01,source,tech.industry|finance.new,high,not attempted,
jica-nga-startup-social-env-2026,2026-01-01-jica-nga-startup-social-env-2026-project-for-the-development-of-supporting.md,2026-01-01,source,tech.industry|finance.new,high,not attempted,
koica-nga-digital-governance-ph2-2020,2020-01-01-koica-nga-digital-governance-ph2-2020-project-for-building-foundations-towards-digital.md,2020-01-01,source,dpi.govtech|finance.new|dpi.id,high,not attempted,recip_org blank in source -> single entity tag; recipient unspecified
norfund-nga-ventures-platform-fund-2025,2025-01-01-norfund-nga-ventures-platform-fund-2025-ventures-platform-nigerian-technology-venture-fund.md,2025-01-01,source,tech.industry|finance.new,high,not attempted,
afc-nga-mtn-equip-facility-2018,2018-01-01-afc-nga-mtn-equip-facility-2018-mtn-nigeria-capital-expenditure-equipment-facility.md,2018-01-01,source,infra.connect|finance.new,none,not attempted,"slug inferred from ""network"""
swedfund-nga-moniepoint-2025,2025-01-01-swedfund-nga-moniepoint-2025-moniepoint-digital-payments-equity-investment.md,2025-01-01,source,dpi.pay|finance.new,high,not attempted,
usaid-nga-dccp-nigeria-digital-2020,2020-01-01-usaid-nga-dccp-nigeria-digital-2020-dccp-nigeria---digital-connectivity-and.md,2020-01-01,source,infra.connect|finance.new,med,not attempted,recip_org blank in source -> single entity tag; recipient unspecified
mubadala-nga-moove-equity-2023,2023-01-01-mubadala-nga-moove-equity-2023-moove-mobility-fintech-equity-investment-mubadala-led.md,2023-01-01,source,dpi.pay|finance.new,med,not attempted,
tlcom-nga-ulesson-2020,2020-01-01-tlcom-nga-ulesson-2020-tlcom-capital-series-a-follow-on-investment.md,2020-01-01,source,tech.innovate|finance.new,review,not attempted,crosswalk confidence=review
mcfafricagrow-nga-ventures-2022,2022-01-01-mcfafricagrow-nga-ventures-2022-africagrow-lp-commitment-to-ventures-platform.md,2022-01-01,source,tech.industry|finance.new|dpi.pay,high,not attempted,
afdb-nga-002,2026-01-01-afdb-nga-002-nigeria---digital-value-chain-infrastructure.md,2026-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
afdb-nga-001,2021-01-01-afdb-nga-001-nigeria---investment-in-digital-and.md,2021-01-01,source,tech.industry|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
gates-nga-008,2020-01-01-gates-nga-008-supporting-dfs-for-women-in-nigeria.md,2020-01-01,source,dpi.pay|finance.new,med,d-portal ok,
gates-nga-005,2022-01-01-gates-nga-005-support-for-maintaining-an-enabling-regulatory.md,2022-01-01,source,dpi.pay|finance.new,med,d-portal ok,
gates-nga-003,2022-01-01-gates-nga-003-efina-access-to-finance-survey-a2f.md,2022-01-01,source,data.statistics|finance.new|dpi.pay,high,d-portal ok,
gates-nga-002,2023-01-01-gates-nga-002-state-level-public-finance-support-and.md,2023-01-01,source,dpi.govtech|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
gates-nga-007,2024-01-01-gates-nga-007-developing-a-partner-ecosystem-for-accelerating.md,2024-01-01,source,tech.ai|finance.new,review,d-portal ok,"slug inferred from the source text: ""leveraging Artificial Intelligent solutions to scale DPI""; crosswalk confidence=review"
gates-nga-001,2025-01-01-gates-nga-001-2025-gender-strategy-support-and-capacity.md,2025-01-01,source,dpi.pay|finance.new,med,d-portal ok,
bmz-nga-001,2021-01-01-bmz-nga-001-digitale-losungen-fur-nachhaltige-entwicklung-digital.md,2021-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ifc-nga-001,2015-01-01-ifc-nga-001-ihs-nigeria-tower-expansion-loan-2015.md,2015-01-01,source,infra.connect|finance.new,high,d-portal ok,
ifc-nga-002,2021-01-01-ifc-nga-002-tide-africa-ii-ifc-lp-commitment.md,2021-01-01,source,tech.industry|finance.new,high,d-portal ok,
partech-nga-nomba-2019,2019-01-01-partech-nga-nomba-2019-partech-africa-series-a-equity-investment.md,2019-01-01,source,dpi.pay|finance.new,high,not attempted,
ec-nga-004,2022-01-01-ec-nga-004-digital-transformation-centre-improving-the-digital.md,2022-01-01,source,tech.industry|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
leapfrog-nga-interswitch-2022,2022-01-01-leapfrog-nga-interswitch-2022-leapfrog-and-tana-africa-capital-110m.md,2022-01-01,source,dpi.pay|finance.new,high,not attempted,
mcf-nga-youngafricaworks-2020,2020-01-01-mcf-nga-youngafricaworks-2020-young-africa-works-in-nigeria.md,2020-01-01,source,tech.industry|finance.new,med,not attempted,
mtn-nga-spectrum-5g-2022,2022-01-01-mtn-nga-spectrum-5g-2022-mtn-nigeria-5g-spectrum-licence-35ghz.md,2022-01-01,source,dpi.pay|finance.new,none,not attempted,"slug inferred from ""payment"""
equinix-nga-lg3-2025,2025-01-01-equinix-nga-lg3-2025-equinix-lg3-lagos-new-data-centre.md,2025-01-01,source,infra.store|finance.new,high,not attempted,
wb-nga-001,2020-02-18-wb-nga-001-nigeria-digital-identification-for-development-project.md,2020-02-18,source,dpi.id|finance.new,high,wb-api ok,published raised to day precision from enriched board-approval date
wb-nga-002,2021-12-16-wb-nga-002-nigeria-national-social-safety-net-program-scale.md,2021-12-16,source,dpi.pay|finance.new|dpi.id,high,wb-api ok,published raised to day precision from enriched board-approval date; recip_org blank in source -> single entity tag; recipient unspecified
fourdx-nga-tizeti-2018,2018-01-01-fourdx-nga-tizeti-2018-4dx-ventures-series-a-equity-investment.md,2018-01-01,source,infra.connect|finance.new,high,not attempted,
visa-nga-interswitch-equity-2019,2019-01-01-visa-nga-interswitch-equity-2019-visa-equity-investment-in-interswitch-nigeria.md,2019-01-01,source,dpi.pay|finance.new,high,not attempted,
novastar-nga-moniepoint-2021,2021-01-01-novastar-nga-moniepoint-2021-novastar-leads-moniepoint-series-b-nigerian.md,2021-01-01,source,dpi.pay|finance.new,high,not attempted,
africinvest-nga-palmpay-2021,2021-01-01-africinvest-nga-palmpay-2021-africinvest-investment-in-palmpay-nigeria-digital.md,2021-01-01,source,dpi.pay|finance.new,high,not attempted,
norrsken22-nga-sabi-2023,2023-01-01-norrsken22-nga-sabi-2023-norrsken22-follow-on-investment-in-sabi-series.md,2023-01-01,source,tech.innovate|finance.new,med,not attempted,"slug inferred from ""startup"""
dpi-nga-moniepoint-2024,2024-01-01-dpi-nga-moniepoint-2024-dpi-leads-110m-series-c-investment.md,2024-01-01,source,dpi.pay|finance.new,high,not attempted,
visa-nga-moniepoint-equity-2025,2025-01-01-visa-nga-moniepoint-equity-2025-visa-strategic-investment-in-moniepoint-nigeria.md,2025-01-01,source,dpi.pay|finance.new,high,not attempted,
tlcom-nga-ulesson-2019,2019-01-01-tlcom-nga-ulesson-2019-tlcom-capital-seed-investment-in-ulesson.md,2019-01-01,source,tech.innovate|finance.new,review,not attempted,crosswalk confidence=review
actis-nga-rackcentre-2020,2020-01-01-actis-nga-rackcentre-2020-actis-acquisition-of-controlling-stake-in.md,2020-01-01,source,infra.store|finance.new,high,not attempted,
afd-nga-002,2024-01-01-afd-nga-002-nigeria-investment-in-digital-and-creative.md,2024-01-01,source,capacity.training|finance.new,high,d-portal ok,
afd-nga-001,2022-01-01-afd-nga-001-nigeria-digital-identification-for-development-id4d.md,2022-01-01,source,dpi.id|finance.new,high,d-portal ok,
africinvest-nga-bfree-2026,2026-01-01-africinvest-nga-bfree-2026-africinvest-five-leads-growth-round-in.md,2026-01-01,source,dpi.pay|finance.new,med,not attempted,
bii-nga-005,2023-01-01-bii-nga-005-cre-venture-capital-fund-iii-lp.md,2023-01-01,source,tech.industry|finance.new,high,d-portal ok,
bii-nga-003,2021-01-01-bii-nga-003-tlcom-tide-africa-ii-lp-commitment.md,2021-01-01,source,tech.industry|finance.new,high,d-portal ok,
bii-nga-004,2022-01-01-bii-nga-004-ventures-platform-fund-iv-lp-commitment.md,2022-01-01,source,tech.industry|finance.new,high,d-portal ok,
bii-nga-001,2015-01-01-bii-nga-001-int-towers-nigeria-equity-investment-telecoms.md,2015-01-01,source,infra.connect|finance.new,high,d-portal ok,
bii-nga-002,2021-01-01-bii-nga-002-moniepoint-equity-investments-b2b-payments-digital.md,2021-01-01,source,dpi.pay|finance.new,high,d-portal failed: empty response,
convergencepart-nga-vgn-2015,2015-01-01-convergencepart-nga-vgn-2015-cpcif-strategic-minority-stake-in-venture.md,2015-01-01,source,dpi.pay|finance.new,high,not attempted,
ebrd-nga-001,2026-01-01-ebrd-nga-001-nigeria-sovereign-fibre-project-project-bridge.md,2026-01-01,source,infra.connect|finance.new,high,d-portal ok,
partech-nga-tradedepot-2018,2018-01-01-partech-nga-tradedepot-2018-partech-africa-series-a-equity-investment.md,2018-01-01,source,tech.innovate|finance.new,med,not attempted,"slug inferred from the source text: ""Series A venture investment in a SaaS retail platform"""
leapfrog-nga-moniepoint-2025,2025-01-01-leapfrog-nga-moniepoint-2025-leapfrog-investment-in-moniepoint-group-nigeria.md,2025-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-065,2020-01-01-gates-reg-065-mojaloop-entity.md,2020-01-01,source,dpi.pay|finance.new,high,d-portal ok,
gates-reg-004,2020-01-01-gates-reg-004-africanenda-previously-africa-payment-acceleration-network.md,2020-01-01,source,dpi.pay|finance.new,high,d-portal ok,
gates-reg-031,2020-01-01-gates-reg-031-dfi-phase-3-new-frontiers-in.md,2020-01-01,source,dpi.pay|finance.new,med,d-portal ok,
gates-reg-174,2023-01-01-gates-reg-174-auc-africanenda-digital-financial-services-policy-harmonization.md,2023-01-01,source,dpi.pay|finance.new,high,d-portal ok,
gates-reg-060,2022-01-01-gates-reg-060-research-initiative-on-dfs-and-digital.md,2022-01-01,source,dpi.pay|finance.new,med,d-portal ok,
gates-reg-083,2023-01-01-gates-reg-083-digital-agriculture-roadmaps.md,2023-01-01,source,dpi.mis|finance.new,med,d-portal ok,
gates-reg-093,2023-01-01-gates-reg-093-agbase-digital-agriculture-solution-tracker-fcdo-df.md,2023-01-01,source,dpi.mis|finance.new,med,d-portal ok,
gates-reg-144,2023-01-01-gates-reg-144-vaccinator-surveys-and-digital-payments-research.md,2023-01-01,source,dpi.pay|finance.new,high,d-portal ok,
gates-reg-001,2024-01-01-gates-reg-001-africanenda-20.md,2024-01-01,source,dpi.pay|finance.new,high,d-portal ok,
gates-reg-050,2024-01-01-gates-reg-050-renewal-2024-2027-unsgsa-secretariat-inclusive-finance.md,2024-01-01,source,dpi.pay|finance.new,med,d-portal ok,
gates-reg-089,2025-01-01-gates-reg-089-digital-payment-for-polio-campaigns.md,2025-01-01,source,dpi.pay|finance.new,high,d-portal ok,
gates-reg-006,2025-01-01-gates-reg-006-co-develop-fund-phase-2.md,2025-01-01,source,include.access|finance.new,review,d-portal ok,"slug inferred from ""inclusive""; crosswalk confidence=review"
gates-reg-070,2025-01-01-gates-reg-070-international-institute-of-information-technology-bangalore.md,2025-01-01,source,tech.innovate|finance.new|dpi.pay,review,d-portal ok,crosswalk confidence=review
gates-reg-002,2018-01-01-gates-reg-002-ifi-african-digital-financial-inclusion-adfi.md,2018-01-01,source,dpi.pay|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
hewlett-reg-data-privacy-2020,2020-01-01-hewlett-reg-data-privacy-2020-global-pulse-data-privacy-and-data.md,2020-01-01,source,gov.protect|finance.new,high,d-portal ok,
hewlett-reg-data-evidence-policy-2021a,2021-01-01-hewlett-reg-data-evidence-policy-2021a-advancing-data-and-evidence-in-public.md,2021-01-01,source,dpi.govtech|finance.new,review,d-portal ok,crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified
omidyar-reg-digital-id-africa-uneca-2018,2018-01-01-omidyar-reg-digital-id-africa-uneca-2018-uneca-digital-identity-platform-for-africa.md,2018-01-01,source,dpi.id|finance.new,high,not attempted,
omidyar-reg-mosip-2018,2018-01-01-omidyar-reg-mosip-2018-mosip-modular-open-source-identity-platform.md,2018-01-01,source,dpi.id|finance.new,high,not attempted,
ec-reg-003,2017-01-01-ec-reg-003-policy-and-regulation-initiative-for-digital.md,2017-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-012,2018-01-01-ec-reg-012-africaconnect-3.md,2018-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-022,2018-01-01-ec-reg-022-prida---itu---increasing-wireless.md,2018-01-01,source,infra.connect|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-052,2019-01-01-ec-reg-052-africaconnect-3---procurement-and-coordination.md,2019-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-051,2019-01-01-ec-reg-051-africaconnect-3---cluster-1-eastern.md,2019-01-01,source,infra.connect|finance.new,high,d-portal failed: empty response,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-010,2020-01-01-ec-reg-010-support-to-the-operationalisation-of-the.md,2020-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-004,2020-01-01-ec-reg-004-satellite-navigation-egnos-in-africa-support.md,2020-01-01,source,data.satellite|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-050,2020-01-01-ec-reg-050-promoting-scalable-and-sustainable-solutions-to.md,2020-01-01,source,dpi.pay|finance.new,med,d-portal failed: empty response,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-005,2024-01-01-ec-reg-005-africaconnect4.md,2024-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-016,2022-01-01-ec-reg-016-scientific-and-technological-support-to-regional.md,2022-01-01,source,gov.policy|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-055,2023-01-01-ec-reg-055-support-to-regional-centres-of-excellence.md,2023-01-01,source,gov.policy|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-053,2023-01-01-ec-reg-053-data-governance-in-africa.md,2023-01-01,source,gov.policy|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-061,2023-01-01-ec-reg-061-eib-technical-assistance-for-the-implementation-of.md,2023-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-024,2024-01-01-ec-reg-024-direct-award-grant-ict-standardisation.md,2024-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
omidyar-reg-mojaloop-2020,2020-01-01-omidyar-reg-mojaloop-2020-mojaloop-foundation-founding-sponsor-membership-africa.md,2020-01-01,source,dpi.pay|finance.new,high,not attempted,
rockefeller-reg-mojaloop-2020,2020-01-01-rockefeller-reg-mojaloop-2020-mojaloop-foundation-founding-sponsor-africa-digital.md,2020-01-01,source,dpi.pay|finance.new,high,not attempted,
eximbank-cn-cmr-003,2016-01-01-eximbank-cn-cmr-003-china-eximbank-provides-rmb-306-billion.md,2016-01-01,source,infra.connect|finance.new,high,not attempted,
gates-reg-091,2015-01-01-gates-reg-091-georgetown-university-to-develop-and-assess.md,2015-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-200,2015-01-01-gates-reg-200-innovations-for-poverty-action-to-increase.md,2015-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-096,2015-01-01-gates-reg-096-ideoorg-to-investigate-why-digital-financial.md,2015-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-105,2015-01-01-gates-reg-105-care-to-test-an-innovative-approach.md,2015-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-194,2015-01-01-gates-reg-194-busara-center-for-behavioral-economics-to.md,2015-01-01,source,gov.standards|finance.new|dpi.pay,med,not attempted,
gates-reg-160,2015-01-01-gates-reg-160-rockefeller-philanthropy-advisors-inc-to-create.md,2015-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-124,2015-01-01-gates-reg-124-pan-atlantic-university-foundation-to-address-the.md,2015-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-069,2015-01-01-gates-reg-069-gsma-mobile-for-development-foundation-inc.md,2015-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-106,2015-01-01-gates-reg-106-womens-world-banking-inc-to-expand.md,2015-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-053,2015-01-01-gates-reg-053-university-of-washington-foundation-to-develop.md,2015-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-130,2015-01-01-gates-reg-130-university-of-washington-foundation-to-create.md,2015-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-117,2015-01-01-gates-reg-117-rockefeller-philanthropy-advisors-inc-to-provide.md,2015-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-149,2016-01-01-gates-reg-149-access-bank-tanzania-to-support-developing.md,2016-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-077,2016-01-01-gates-reg-077-sadc-banking-association-to-leverage-the.md,2016-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-016,2016-01-01-gates-reg-016-rockefeller-philanthropy-advisors-inc-to-support.md,2016-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-026,2016-01-01-gates-reg-026-international-bank-for-reconstruction-and-development.md,2016-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-040,2016-01-01-gates-reg-040-financial-sector-deepening-tanzania-to-provide.md,2016-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-080,2016-01-01-gates-reg-080-university-of-california-berkeley-to-create.md,2016-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-079,2016-01-01-gates-reg-079-tanzania-social-action-fund-to-develop.md,2016-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-082,2016-01-01-gates-reg-082-african-development-bank-to-deploy-on.md,2016-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-048,2016-01-01-gates-reg-048-one-acre-fund-to-trial-disseminate.md,2016-01-01,source,dpi.mis|finance.new|dpi.pay,med,not attempted,
gates-reg-062,2016-01-01-gates-reg-062-segovia-to-support-the-development-and.md,2016-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-204,2016-01-01-gates-reg-204-rockefeller-philanthropy-advisors-inc-to-build.md,2016-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-214,2016-01-01-gates-reg-214-council-on-foreign-relations-to-inspire.md,2016-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-111,2017-01-01-gates-reg-111-international-telecommunication-union-to-accelerate-policy.md,2017-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-029,2017-01-01-gates-reg-029-international-bank-for-reconstruction-and-development.md,2017-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-025,2017-01-01-gates-reg-025-msc-global-consulting-private-limited-to.md,2017-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-010,2017-01-01-gates-reg-010-financial-sector-deepening-kenya-to-provide.md,2017-01-01,source,dpi.pay|finance.new,med,not attempted,
gates-reg-166,2018-01-01-gates-reg-166-premium-times-centre-for-investigative-journalism.md,2018-01-01,source,data.open|finance.new|dpi.pay,med,not attempted,
gates-reg-019,2018-01-01-gates-reg-019-ideo-lp-to-accelerate-the-pace.md,2018-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-021,2018-01-01-gates-reg-021-rockefeller-philanthropy-advisors-inc-to-support.md,2018-01-01,source,dpi.pay|finance.new,high,not attempted,
gates-reg-171,2018-01-01-gates-reg-171-international-bank-for-reconstruction-and-development.md,2018-01-01,source,dpi.pay|finance.new,med,not attempted,
